  Frequency             P(V(U1A:OUT) / V(R1:1)) V(U1A:OUT)            V(V1:+)              
  3.890451449942e+005  6.921058581702e+001  4.247676503462e-002  1.000000000000e+000  
  3.899419866764e+005  6.916933340437e+001  4.245456451131e-002  1.000000000000e+000  
  3.908408957923e+005  6.912801713106e+001  4.243255878690e-002  1.000000000000e+000  
  3.917418771077e+005  6.908663692914e+001  4.241074756369e-002  1.000000000000e+000  
  3.926449353995e+005  6.904519273067e+001  4.238913054405e-002  1.000000000000e+000  
  3.935500754557e+005  6.900368446769e+001  4.236770743039e-002  1.000000000000e+000  
  3.944573020752e+005  6.896211207226e+001  4.234647792515e-002  1.000000000000e+000  
  3.953666200680e+005  6.892047547647e+001  4.232544173083e-002  1.000000000000e+000  
  3.962780342553e+005  6.887877461238e+001  4.230459854994e-002  1.000000000000e+000  
  3.971915494693e+005  6.883700941209e+001  4.228394808502e-002  1.000000000000e+000  
  3.981071705534e+005  6.879517980770e+001  4.226349003862e-002  1.000000000000e+000  
  3.990249023620e+005  6.875328573135e+001  4.224322411333e-002  1.000000000000e+000  
  3.999447497610e+005  6.871132711517e+001  4.222315001172e-002  1.000000000000e+000  
  4.008667176272e+005  6.866930389133e+001  4.220326743637e-002  1.000000000000e+000  
  4.017908108488e+005  6.862721599201e+001  4.218357608985e-002  1.000000000000e+000  
  4.027170343253e+005  6.858506334942e+001  4.216407567474e-002  1.000000000000e+000  
  4.036453929675e+005  6.854284589580e+001  4.214476589356e-002  1.000000000000e+000  
  4.045758916973e+005  6.850056356342e+001  4.212564644886e-002  1.000000000000e+000  
  4.055085354483e+005  6.845821628458e+001  4.210671704313e-002  1.000000000000e+000  
  4.064433291651e+005  6.841580399161e+001  4.208797737883e-002  1.000000000000e+000  
  4.073802778040e+005  6.837332661688e+001  4.206942715837e-002  1.000000000000e+000  
  4.083193863326e+005  6.833078409280e+001  4.205106608415e-002  1.000000000000e+000  
  4.092606597299e+005  6.828817635181e+001  4.203289385848e-002  1.000000000000e+000  
  4.102041029865e+005  6.824550332642e+001  4.201491018363e-002  1.000000000000e+000  
  4.111497211044e+005  6.820276494915e+001  4.199711476180e-002  1.000000000000e+000  
  4.120975190972e+005  6.815996115261e+001  4.197950729513e-002  1.000000000000e+000  
  4.130475019900e+005  6.811709186941e+001  4.196208748567e-002  1.000000000000e+000  
  4.139996748196e+005  6.807415703227e+001  4.194485503541e-002  1.000000000000e+000  
  4.149540426342e+005  6.803115657391e+001  4.192780964622e-002  1.000000000000e+000  
  4.159106104939e+005  6.798809042716e+001  4.191095101992e-002  1.000000000000e+000  
  4.168693834702e+005  6.794495852488e+001  4.189427885820e-002  1.000000000000e+000  
  4.178303666465e+005  6.790176080000e+001  4.187779286264e-002  1.000000000000e+000  
  4.187935651178e+005  6.785849718552e+001  4.186149273474e-002  1.000000000000e+000  
  4.197589839909e+005  6.781516761452e+001  4.184537817585e-002  1.000000000000e+000  
  4.207266283843e+005  6.777177202012e+001  4.182944888722e-002  1.000000000000e+000  
  4.216965034285e+005  6.772831033555e+001  4.181370456997e-002  1.000000000000e+000  
  4.226686142655e+005  6.768478249411e+001  4.179814492507e-002  1.000000000000e+000  
  4.236429660494e+005  6.764118842917e+001  4.178276965336e-002  1.000000000000e+000  
  4.246195639462e+005  6.759752807418e+001  4.176757845554e-002  1.000000000000e+000  
  4.255984131336e+005  6.755380136270e+001  4.175257103214e-002  1.000000000000e+000  
  4.265795188015e+005  6.751000822837e+001  4.173774708355e-002  1.000000000000e+000  
  4.275628861515e+005  6.746614860490e+001  4.172310630998e-002  1.000000000000e+000  
  4.285485203973e+005  6.742222242614e+001  4.170864841148e-002  1.000000000000e+000  
  4.295364267648e+005  6.737822962599e+001  4.169437308793e-002  1.000000000000e+000  
  4.305266104916e+005  6.733417013850e+001  4.168028003901e-002  1.000000000000e+000  
  4.315190768276e+005  6.729004389778e+001  4.166636896422e-002  1.000000000000e+000  
  4.325138310349e+005  6.724585083809e+001  4.165263956287e-002  1.000000000000e+000  
  4.335108783874e+005  6.720159089378e+001  4.163909153407e-002  1.000000000000e+000  
  4.345102241714e+005  6.715726399931e+001  4.162572457672e-002  1.000000000000e+000  
  4.355118736854e+005  6.711287008927e+001  4.161253838951e-002  1.000000000000e+000  
  4.365158322400e+005  6.706840909837e+001  4.159953267091e-002  1.000000000000e+000  
  4.375221051581e+005  6.702388096144e+001  4.158670711917e-002  1.000000000000e+000  
  4.385306977749e+005  6.697928561345e+001  4.157406143230e-002  1.000000000000e+000  
  4.395416154377e+005  6.693462298948e+001  4.156159530809e-002  1.000000000000e+000  
  4.405548635064e+005  6.688989302477e+001  4.154930844409e-002  1.000000000000e+000  
  4.415704473532e+005  6.684509565469e+001  4.153720053757e-002  1.000000000000e+000  
  4.425883723625e+005  6.680023081473e+001  4.152527128560e-002  1.000000000000e+000  
  4.436086439313e+005  6.675529844057e+001  4.151352038493e-002  1.000000000000e+000  
  4.446312674690e+005  6.671029846801e+001  4.150194753210e-002  1.000000000000e+000  
  4.456562483974e+005  6.666523083301e+001  4.149055242335e-002  1.000000000000e+000  
  4.466835921508e+005  6.662009547168e+001  4.147933475463e-002  1.000000000000e+000  
  4.477133041762e+005  6.657489232030e+001  4.146829422164e-002  1.000000000000e+000  
  4.487453899330e+005  6.652962131531e+001  4.145743051977e-002  1.000000000000e+000  
  4.497798548932e+005  6.648428239332e+001  4.144674334412e-002  1.000000000000e+000  
  4.508167045413e+005  6.643887549111e+001  4.143623238948e-002  1.000000000000e+000  
  4.518559443748e+005  6.639340054564e+001  4.142589735036e-002  1.000000000000e+000  
  4.528975799035e+005  6.634785749405e+001  4.141573792092e-002  1.000000000000e+000  
  4.539416166501e+005  6.630224627365e+001  4.140575379503e-002  1.000000000000e+000  
  4.549880601499e+005  6.625656682195e+001  4.139594466621e-002  1.000000000000e+000  
  4.560369159512e+005  6.621081907666e+001  4.138631022769e-002  1.000000000000e+000  
  4.570881896147e+005  6.616500297566e+001  4.137685017232e-002  1.000000000000e+000  
  4.581418867144e+005  6.611911845705e+001  4.136756419263e-002  1.000000000000e+000  
  4.591980128367e+005  6.607316545912e+001  4.135845198080e-002  1.000000000000e+000  
  4.602565735812e+005  6.602714392038e+001  4.134951322865e-002  1.000000000000e+000  
  4.613175745602e+005  6.598105377955e+001  4.134074762763e-002  1.000000000000e+000  
  4.623810213991e+005  6.593489497555e+001  4.133215486886e-002  1.000000000000e+000  
  4.634469197361e+005  6.588866744755e+001  4.132373464305e-002  1.000000000000e+000  
  4.645152752226e+005  6.584237113491e+001  4.131548664055e-002  1.000000000000e+000  
  4.655860935228e+005  6.579600597723e+001  4.130741055133e-002  1.000000000000e+000  
  4.666593803141e+005  6.574957191436e+001  4.129950606495e-002  1.000000000000e+000  
  4.677351412871e+005  6.570306888637e+001  4.129177287060e-002  1.000000000000e+000  
  4.688133821451e+005  6.565649683358e+001  4.128421065704e-002  1.000000000000e+000  
  4.698941086051e+005  6.560985569653e+001  4.127681911266e-002  1.000000000000e+000  
  4.709773263968e+005  6.556314541606e+001  4.126959792541e-002  1.000000000000e+000  
  4.720630412634e+005  6.551636593321e+001  4.126254678283e-002  1.000000000000e+000  
  4.731512589613e+005  6.546951718932e+001  4.125566537202e-002  1.000000000000e+000  
  4.742419852601e+005  6.542259912597e+001  4.124895337968e-002  1.000000000000e+000  
  4.753352259427e+005  6.537561168502e+001  4.124241049205e-002  1.000000000000e+000  
  4.764309868053e+005  6.532855480860e+001  4.123603639493e-002  1.000000000000e+000  
  4.775292736575e+005  6.528142843910e+001  4.122983077368e-002  1.000000000000e+000  
  4.786300923225e+005  6.523423251923e+001  4.122379331321e-002  1.000000000000e+000  
  4.797334486365e+005  6.518696699194e+001  4.121792369795e-002  1.000000000000e+000  
  4.808393484496e+005  6.513963180051e+001  4.121222161189e-002  1.000000000000e+000  
  4.819477976250e+005  6.509222688849e+001  4.120668673853e-002  1.000000000000e+000  
  4.830588020396e+005  6.504475219974e+001  4.120131876091e-002  1.000000000000e+000  
  4.841723675840e+005  6.499720767843e+001  4.119611736157e-002  1.000000000000e+000  
  4.852885001620e+005  6.494959326903e+001  4.119108222258e-002  1.000000000000e+000  
  4.864072056913e+005  6.490190891634e+001  4.118621302549e-002  1.000000000000e+000  
  4.875284901032e+005  6.485415456545e+001  4.118150945139e-002  1.000000000000e+000  
  4.886523593427e+005  6.480633016181e+001  4.117697118082e-002  1.000000000000e+000  
  4.897788193683e+005  6.475843565117e+001  4.117259789384e-002  1.000000000000e+000  
  4.909078761525e+005  6.471047097963e+001  4.116838926999e-002  1.000000000000e+000  
  4.920395356813e+005  6.466243609363e+001  4.116434498827e-002  1.000000000000e+000  
  4.931738039548e+005  6.461433093994e+001  4.116046472717e-002  1.000000000000e+000  
  4.943106869867e+005  6.456615546570e+001  4.115674816464e-002  1.000000000000e+000  
  4.954501908046e+005  6.451790961838e+001  4.115319497810e-002  1.000000000000e+000  
  4.965923214502e+005  6.446959334583e+001  4.114980484440e-002  1.000000000000e+000  
  4.977370849788e+005  6.442120659624e+001  4.114657743987e-002  1.000000000000e+000  
  4.988844874599e+005  6.437274931820e+001  4.114351244026e-002  1.000000000000e+000  
  5.000345349768e+005  6.432422146066e+001  4.114060952078e-002  1.000000000000e+000  
  5.011872336271e+005  6.427562297293e+001  4.113786835606e-002  1.000000000000e+000  
  5.023425895222e+005  6.422695380474e+001  4.113528862016e-002  1.000000000000e+000  
  5.035006087878e+005  6.417821390618e+001  4.113286998655e-002  1.000000000000e+000  
  5.046612975634e+005  6.412940322775e+001  4.113061212814e-002  1.000000000000e+000  
  5.058246620030e+005  6.408052172034e+001  4.112851471723e-002  1.000000000000e+000  
  5.069907082746e+005  6.403156933527e+001  4.112657742555e-002  1.000000000000e+000  
  5.081594425604e+005  6.398254602423e+001  4.112479992419e-002  1.000000000000e+000  
  5.093308710570e+005  6.393345173937e+001  4.112318188369e-002  1.000000000000e+000  
  5.105049999753e+005  6.388428643322e+001  4.112172297392e-002  1.000000000000e+000  
  5.116818355402e+005  6.383505005877e+001  4.112042286418e-002  1.000000000000e+000  
  5.128613839912e+005  6.378574256942e+001  4.111928122313e-002  1.000000000000e+000  
  5.140436515823e+005  6.373636391902e+001  4.111829771879e-002  1.000000000000e+000  
  5.152286445816e+005  6.368691406186e+001  4.111747201858e-002  1.000000000000e+000  
  5.164163692719e+005  6.363739295267e+001  4.111680378925e-002  1.000000000000e+000  
  5.176068319504e+005  6.358780054664e+001  4.111629269693e-002  1.000000000000e+000  
  5.188000389288e+005  6.353813679942e+001  4.111593840709e-002  1.000000000000e+000  
  5.199959965334e+005  6.348840166712e+001  4.111574058455e-002  1.000000000000e+000  
  5.211947111049e+005  6.343859510633e+001  4.111569889347e-002  1.000000000000e+000  
  5.223961889990e+005  6.338871707411e+001  4.111581299735e-002  1.000000000000e+000  
  5.236004365856e+005  6.333876752799e+001  4.111608255901e-002  1.000000000000e+000  
  5.248074602496e+005  6.328874642599e+001  4.111650724062e-002  1.000000000000e+000  
  5.260172663905e+005  6.323865372664e+001  4.111708670364e-002  1.000000000000e+000  
  5.272298614227e+005  6.318848938896e+001  4.111782060887e-002  1.000000000000e+000  
  5.284452517750e+005  6.313825337245e+001  4.111870861641e-002  1.000000000000e+000  
  5.296634438915e+005  6.308794563716e+001  4.111975038566e-002  1.000000000000e+000  
  5.308844442308e+005  6.303756614361e+001  4.112094557533e-002  1.000000000000e+000  
  5.321082592666e+005  6.298711485288e+001  4.112229384342e-002  1.000000000000e+000  
  5.333348954875e+005  6.293659172654e+001  4.112379484723e-002  1.000000000000e+000  
  5.345643593968e+005  6.288599672673e+001  4.112544824332e-002  1.000000000000e+000  
  5.357966575132e+005  6.283532981610e+001  4.112725368756e-002  1.000000000000e+000  
  5.370317963701e+005  6.278459095784e+001  4.112921083509e-002  1.000000000000e+000  
  5.382697825161e+005  6.273378011571e+001  4.113131934029e-002  1.000000000000e+000  
  5.395106225150e+005  6.268289725400e+001  4.113357885685e-002  1.000000000000e+000  
  5.407543229454e+005  6.263194233759e+001  4.113598903769e-002  1.000000000000e+000  
  5.420008904015e+005  6.258091533189e+001  4.113854953500e-002  1.000000000000e+000  
  5.432503314923e+005  6.252981620291e+001  4.114126000021e-002  1.000000000000e+000  
  5.445026528423e+005  6.247864491723e+001  4.114412008400e-002  1.000000000000e+000  
  5.457578610911e+005  6.242740144200e+001  4.114712943631e-002  1.000000000000e+000  
  5.470159628938e+005  6.237608574498e+001  4.115028770628e-002  1.000000000000e+000  
  5.482769649207e+005  6.232469779452e+001  4.115359454232e-002  1.000000000000e+000  
  5.495408738575e+005  6.227323755955e+001  4.115704959205e-002  1.000000000000e+000  
  5.508076964052e+005  6.222170500962e+001  4.116065250230e-002  1.000000000000e+000  
  5.520774392806e+005  6.217010011491e+001  4.116440291915e-002  1.000000000000e+000  
  5.533501092156e+005  6.211842284620e+001  4.116830048786e-002  1.000000000000e+000  
  5.546257129577e+005  6.206667317488e+001  4.117234485292e-002  1.000000000000e+000  
  5.559042572702e+005  6.201485107300e+001  4.117653565802e-002  1.000000000000e+000  
  5.571857489318e+005  6.196295651323e+001  4.118087254605e-002  1.000000000000e+000  
  5.584701947367e+005  6.191098946888e+001  4.118535515909e-002  1.000000000000e+000  
  5.597576014949e+005  6.185894991391e+001  4.118998313842e-002  1.000000000000e+000  
  5.610479760323e+005  6.180683782294e+001  4.119475612451e-002  1.000000000000e+000  
  5.623413251902e+005  6.175465317125e+001  4.119967375700e-002  1.000000000000e+000  
  5.636376558258e+005  6.170239593476e+001  4.120473567471e-002  1.000000000000e+000  
  5.649369748121e+005  6.165006609009e+001  4.120994151565e-002  1.000000000000e+000  
  5.662392890381e+005  6.159766361453e+001  4.121529091698e-002  1.000000000000e+000  
  5.675446054084e+005  6.154518848605e+001  4.122078351504e-002  1.000000000000e+000  
  5.688529308437e+005  6.149264068331e+001  4.122641894531e-002  1.000000000000e+000  
  5.701642722806e+005  6.144002018566e+001  4.123219684246e-002  1.000000000000e+000  
  5.714786366717e+005  6.138732697316e+001  4.123811684029e-002  1.000000000000e+000  
  5.727960309857e+005  6.133456102657e+001  4.124417857175e-002  1.000000000000e+000  
  5.741164622072e+005  6.128172232737e+001  4.125038166895e-002  1.000000000000e+000  
  5.754399373370e+005  6.122881085774e+001  4.125672576312e-002  1.000000000000e+000  
  5.767664633921e+005  6.117582660061e+001  4.126321048465e-002  1.000000000000e+000  
  5.780960474055e+005  6.112276953962e+001  4.126983546304e-002  1.000000000000e+000  
  5.794286964267e+005  6.106963965916e+001  4.127660032694e-002  1.000000000000e+000  
  5.807644175211e+005  6.101643694436e+001  4.128350470411e-002  1.000000000000e+000  
  5.821032177707e+005  6.096316138109e+001  4.129054822144e-002  1.000000000000e+000  
  5.834451042736e+005  6.090981295598e+001  4.129773050494e-002  1.000000000000e+000  
  5.847900841443e+005  6.085639165642e+001  4.130505117973e-002  1.000000000000e+000  
  5.861381645138e+005  6.080289747057e+001  4.131250987004e-002  1.000000000000e+000  
  5.874893525296e+005  6.074933038736e+001  4.132010619921e-002  1.000000000000e+000  
  5.888436553554e+005  6.069569039649e+001  4.132783978968e-002  1.000000000000e+000  
  5.902010801717e+005  6.064197748846e+001  4.133571026299e-002  1.000000000000e+000  
  5.915616341753e+005  6.058819165454e+001  4.134371723978e-002  1.000000000000e+000  
  5.929253245798e+005  6.053433288681e+001  4.135186033979e-002  1.000000000000e+000  
  5.942921586154e+005  6.048040117814e+001  4.136013918183e-002  1.000000000000e+000  
  5.956621435288e+005  6.042639652223e+001  4.136855338380e-002  1.000000000000e+000  
